license_no,dba_name,aka_name,facility_type,risk_level,address,city,state,zip,latitude,longitude,ward
1723,OLLIES,,TAVERN,3,1064 W BERWYN AVE ,CHICAGO,IL,60640,41.97829159,-87.65764128,48
1726,NEW ARCHVIEW RESTAURANT INC,,Restaurant,1,3480 S ARCHER AVE ,CHICAGO,IL,60608,41.83069228,-87.67740468,12
1732,EXCHEQUER RESTAURANT,,Restaurant,1,224-226 S WABASH AVE ,CHICAGO,IL,60604,41.87890404,-87.62625048,42
1738,THE DAY SCHOOL,,ALTERNATIVE SCHOOL,1,800 W BUENA AVE BLDG ,CHICAGO,IL,60613,41.95859611,-87.64989539,46
1745,South Loop Elementary,,School,1,1212 S Plymouth CT ,Chicago,IL,60605,41.86685634,-87.62865124,3
1750,AZTECA TACOS RESTAURANT INC,PLAYA AZUL,Restaurant,1,1514 W 18TH ST ,CHICAGO,IL,60608,41.85793565,-87.66440106,25
1753,AZTECA TACOS,,Restaurant,1,1836 S BLUE ISLAND AVE ,CHICAGO,IL,60608,41.85690047,-87.66215595,25
1760,REFLECTIONS,,,3,3169 N BROADWAY ,CHICAGO,IL,60657,41.93971362,-87.64424228,44
1761,LA ROKA CORP.,LA ROKA,Liquor,3,3000 S ST LOUIS AVE ,CHICAGO,IL,60623,41.8388354,-87.71234421,22
1762,FRANKIE Z' CLARK BAR,,Restaurant,1,435 N CLARK ST ,CHICAGO,IL,60610,41.89020779,-87.63094084,42
1766,MIRABELL RESTAURANT,,Restaurant,1,3454 W ADDISON ST ,CHICAGO,IL,60618,41.94663959,-87.71494918,35
1770,VALENTINO CLUB CAFE,,Restaurant,1,7150 W GRAND AVE ,CHICAGO,IL,60707,41.92385305,-87.80453464,29
1773,JOHNNY'S FOODS,,Grocery Store,2,7154-7158 S ASHLAND AVE ,CHICAGO,IL,60636,41.76325894,-87.66388689,17
1781,BRANSFIELD'S BAR & GRILL,,,3,4300 N LINCOLN AVE ,CHICAGO,IL,60618,41.95956999,-87.68272231,47
1791,JA' GRILL,,Restaurant,1,1008 W ARMITAGE AVE ,CHICAGO,IL,60614,41.91820857,-87.65375769,43
1797,ARCADIA FOOD WINE & SPIRITS,,Grocery Store,3,3201 W BRYN MAWR AVE ,CHICAGO,IL,60659,41.98295697,-87.70893337,39
1800,PALERMO'S RESTAURANT,,Restaurant,1,3751 W 63RD ST ,CHICAGO,IL,60629,41.77863125,-87.71742438,23
1802,AMBRIA,,,1,2300 N LINCOLN PARK WEST ,CHICAGO,IL,60614,41.92390845,-87.63666317,43
1804,CUERNAVACA RESTAURANT INC,LA VACA,Restaurant,1,1160 W 18TH ST ,CHICAGO,IL,60608,41.85807384,-87.65579981,25
1806,AVIVA RESTAURANT,AVIVA,Restaurant,1,310 S HALSTED ST ,CHICAGO,IL,60661,41.87759408,-87.64738021,27
1813,LA SALLE LANGUAGE ACADEMY,,School,1,1734 N ORLEANS ,CHICAGO,IL,60614,41.9138823,-87.63760107,43
1819,PITZAFERRO INC,,,3,6755 W DIVERSEY AVE ,CHICAGO,IL,60707,41.93077762,-87.79524329,36
1835,TERESA POLISH RESTURANT II,,,1,4751 N MILWAUKEE AVE ,CHICAGO,IL,60630,41.96690518,-87.75973807,45
1838,TERESA RESTAURANT /BANQUET HAL,,Restaurant,1,4745-4751 N MILWAUKEE AVE ,CHICAGO,IL,60630,41.9667518,-87.75960721,45
1858,HOLLYWOOD TOWER MKT,HOLLYWOOD TOWER,Grocery Store,3,5701 N SHERIDAN RD ,CHICAGO,IL,60660,41.98563842,-87.65509432,48
1860,Hale Franciscan High School,Hale Franciscan,School,1,5701 N SHERIDAN RD ,CHICAGO,IL,60660,41.98563842,-87.65509432,48
1865,CHICAGO PRODUCE,,Grocery Store,1,3500 W LAWRENCE AVE ,CHICAGO,IL,60625,41.96848537,-87.71587133,33
1869,SUPAROSSA,LEGNO/SUPAROSSA CARRY OUT,Restaurant,1,4250 N CENTRAL AVE ,CHICAGO,IL,60634,41.95837385,-87.76732076,38
1872,MR B'S INC,BIAGIO'S,Restaurant,1,4242 N CENTRAL AVE ,CHICAGO,IL,60634,41.9581397,-87.76731243,38
1876,GENE'S SAUSAGE SHOP & DELI INC,JIMEMEZ FRESH MARKET,Grocery Store,1,5330 W BELMONT AVE ,CHICAGO,IL,60641,41.93876197,-87.76040707,30
1879,1350 LAKE SHORE DR. COMMISSARY,,Grocery Store,1,1350 N LAKE SHORE DR ,CHICAGO,IL,60610,41.90736017,-87.62581066,43
1889,TASTE DISCO & STEAK HOUSE,,,1,6331 S LOWE AVE ,CHICAGO,IL,60621,41.77885418,-87.64069496,20
1891,TASTE DISCO & STEAK HOUSE,,,3,6331 S LOWE AVE ,CHICAGO,IL,60621,41.77885418,-87.64069496,20
1911,MAMA PINA'S RESTAURANT ITALIA,,,3,2631 N HARLEM AVE ,CHICAGO,IL,60707,41.9280958,-87.80625217,29
1918,BIG,,Restaurant,1,151 E WACKER DR ,CHICAGO,IL,60601,41.88799989,-87.62256513,42
1922,BISTRO 151/BAR AT 151,AMERICAN CRAFT,Restaurant,1,151 E WACKER DR ,CHICAGO,IL,60601,41.88799989,-87.62256513,42
1925,CRYSTAL BALLROOM/PLAZA BALLROOM,,Restaurant,1,151 E WACKER DR ,CHICAGO,IL,60601,41.88799989,-87.62256513,42
1928,FAT EDDIE'S EMPLOYEE CAFETERIA,,Restaurant,1,151 E WACKER DR ,CHICAGO,IL,60601,41.88799989,-87.62256513,42
1929,REGENCY CATERERS,WEST TOWER KITCHEN,Restaurant,1,151 E WACKER DR ,CHICAGO,IL,60601,41.88799989,-87.62256513,42
1931,TED LENART REGIONAL,CECIL PARTEET PC SCHOOL,School,1,8108 S LA SALLE ,CHICAGO,IL,60620,41.74691919,-87.62828966,21
1932,STETSON'S,,Restaurant,1,151 E WACKER DR ,CHICAGO,IL,60601,41.88799989,-87.62256513,42
1937,MAMA'S / DADDYO'S,DADDYO'S,Restaurant,1,151 E WACKER DR ,CHICAGO,IL,60601,41.88799989,-87.62256513,42
1939,EAST TOWER MAIN KITCHEN,,Restaurant,1,151 E WACKER DR ,CHICAGO,IL,60601,41.88799989,-87.62256513,42
1945,HYATT REGENCY CHICAGO-J'S DELI,,Restaurant,2,151 E WACKER DR ,CHICAGO,IL,60601,41.88799989,-87.62256513,42
1955,EAST BANK CLUB,,Restaurant,1,500 N KINGSBURY ST ,CHICAGO,IL,60654,41.8906843,-87.63939528,42
1958,THRESHOLDS,THE DINCIN CENTER FOR RECOVERY,Shelter,1,2700 N LAKEVIEW AVE ,CHICAGO,IL,60614,41.93143621,-87.6394763,43
1975,BLUE ANGEL INC,BLUE ANGEL,Restaurant,1,5308-5312 N MILWAUKEE AVE ,CHICAGO,IL,60630,41.97673434,-87.76886264,45
1976,Holy Trinity High School,,School,1,1443 W Division ,CHICAGO,IL,60642,41.90327167,-87.66419083,27
1978,Orly's/Jalapeno,THE BIG EASY,Restaurant,1,1660 E 55TH ST ,CHICAGO,IL,60615,41.79533443,-87.58427242,5
1980,CINCO HERMANAS,,,3,3900 W 31ST ST ,CHICAGO,IL,60623,41.83703374,-87.72197261,22
1982,CINCO HERMANAS,,,3,3900 W 31ST ST ,CHICAGO,IL,60623,41.83703374,-87.72197261,22
1984,MI TIERRA,,Restaurant,1,1039 W BELMONT AVE ,CHICAGO,IL,60657,41.93977761,-87.65563201,44
1996,DECIMA MUSA,,,1,1901 S LOOMIS ST ,CHICAGO,IL,60608,41.85601797,-87.66111929,25
2003,MON AMI GABI,,Restaurant,1,2300 N LINCOLN PARK WEST ,CHICAGO,IL,60614,41.92390845,-87.63666317,43
2010,CARMENS PLACE,,Liquor,3,2758 S SPAULDING AVE ,CHICAGO,IL,60623,41.84092281,-87.70751743,22
2015,GRAND DIVISION GYROS INC,,,1,3649 W DIVISION ST ,CHICAGO,IL,60651,41.9026284,-87.71847814,27
2017,1555 CLUB,,Restaurant,3,1555 N DAYTON ST ,CHICAGO,IL,60622,41.91024672,-87.64933664,2
2028,PASHA RESTAURANT,,,3,642-644 N CLARK ST ,CHICAGO,IL,60610,41.89370033,-87.63132562,42
2032,KINGS FOOD & LIQUOR INC,,,3,2523 E 75TH ST ,CHICAGO,IL,60649,41.75892232,-87.56287604,7
2035,ESPERANZA SCHOOL,,School,1,520 N Marshfield ST ,CHICAGO,IL,60622,41.89162413,-87.66853216,1
2049,LEONARD HARRY SCHOOL,,School,1,1720 W 87TH ST ,CHICAGO,IL,60620,41.73585379,-87.66647011,21
2055,LAKE VIEW FOODS INC,,Grocery Store,3,4106 N SHERIDAN RD ,CHICAGO,IL,60613,41.9570403,-87.65476289,46
2059,F & G LIQUOR AND FOOD MART,,Grocery Store,3,6257 S WESTERN AVE ,CHICAGO,IL,60636,41.77936725,-87.68349742,16
2063,MISKA'S MONTCLARE,,GROCERY/TAVERN,3,7171-7173 W GRAND AVE ,CHICAGO,IL,60707,41.92375588,-87.80535686,29
2067,ARTIS KING LUDD,,Liquor,3,1249 E 87TH ST ,CHICAGO,IL,60619,41.73670526,-87.5930218,8
2071,BROWN'S CHICKEN & PASTA,,Restaurant,1,5601 W LAWRENCE AVE ,CHICAGO,IL,60630,41.96767102,-87.76759624,45
2072,HEARTLAND CAFE INC,HEARTLAND CAFE,Restaurant,1,7000 N GLENWOOD AVE ,CHICAGO,IL,60626,42.00917698,-87.6663694,49
2086,MIDWAY LOUNGE,MARISCOS LA DIABLA,Restaurant,1,4222-4224 W 63RD ST ,CHICAGO,IL,60629,41.7786963,-87.72871397,23
2115,YOSHI'S CAFE,,Restaurant,1,3257 N HALSTED ST ,CHICAGO,IL,60657,41.94169634,-87.64917657,44
2128,CLUB HOLIDAY,,,3,1864 S BLUE ISLAND AVE ,CHICAGO,IL,60608,41.85630665,-87.66265894,25
2132,Jones Academy High School,,School,1,606 S STATE ST ,CHICAGO,IL,60605,41.87441898,-87.62775497,4
2147,OUR LADY OF THE GARDEN,,School,1,13300 S LANGLEY ,CHICAGO,IL,60827,41.6536366,-87.60507067,9
2150,NAT'L GUARD OF LITHUANIA,,Restaurant,2,2417 W POPE JOHN PAUL II DR ,CHICAGO,IL,60632,41.81557447,-87.68545482,15
2159,CANARYVILLE S A C,,TAVERN,3,458 W 45TH ST ,CHICAGO,IL,60609,41.81276573,-87.63822684,11
2167,C & P FRIED RICE INC,,Restaurant,1,521 S CICERO AVE ,CHICAGO,IL,60644,41.87333458,-87.74485828,24
2188,CHICAGO MIDWEST VEND SYS INC,,,3,1719 S CLINTON ST ,CHICAGO,IL,60616,41.85817866,-87.64074196,25
2197,MAC KELLY'S GREEN & THINGS INC,,Restaurant,1,177 N WELLS ST ,CHICAGO,IL,60606,41.88525719,-87.6337698,42
2199,4 & 1 CANDY STORE,,Grocery Store,3,6901 S WENTWORTH AVE ,CHICAGO,IL,60621,41.76898913,-87.62971417,6
2217,LITTLE CAESAR PIZZA TREAT #1605,,Restaurant,2,4810 W DIVERSEY AVE ,CHICAGO,IL,60639,41.9316371,-87.74710185,31
2218,LITTLE CAESARS PIZZA TREAT #1627,LITTLE CAESAR'S PIZZA,Restaurant,2,2501 W LAWRENCE AVE ,CHICAGO,IL,60625,41.96848269,-87.69140891,40
2221,LITTLE CAESAR PIZZA #1650,,Restaurant,2,3010 S HALSTED ST ,CHICAGO,IL,60608,41.839489,-87.64646086,11
2222,LITTLE CAESAR PIZZA #1643,LITTLE CAESAR 'S PIZZA,Restaurant,2,5608 W IRVING PARK RD ,CHICAGO,IL,60634,41.95328649,-87.76737907,38
2223,LITTLE CAESAR PIZZA #1651,LITTLE CAESAR'S PIZZA,Restaurant,2,3225 W 47TH PL ,CHICAGO,IL,60632,41.8066985,-87.70490021,14
2224,LITTLE CAESAR PIZZA #1648,,Restaurant,2,2601 W CERMAK RD ,CHICAGO,IL,60608,41.85185721,-87.69066122,24
2225,LITTLE CAESARS PIZZA,,Restaurant,2,10259 S WESTERN AVE ,CHICAGO,IL,60643,41.70647034,-87.68147714,19
2328,STARBUCKS COFFEE #2901,,Restaurant,2,750 N FRANKLIN ST. ,,IL,,41.89631759,-87.63584025,42
2488,SCHULZE & BURCH BISCUIT CO,,Wholesale,2,1133 W 35TH ST ,CHICAGO,IL,60609,41.83052526,-87.65466568,11
2489,BAKERY CHEF,,,2,2334 N KILBOURN AVE ,CHICAGO,IL,60639,41.92356095,-87.73912082,31
2495,ALPHA BAKING INC,,Wholesale,2,4545 W LYNDALE ST ,CHICAGO,IL,60639,41.92147639,-87.74039357,36
2507,DEL REY TORTELLERIA,,,3,5201 W GRAND AVE ,CHICAGO,IL,60639,41.91683991,-87.75603595,37
2510,DOMINO'S PASTRIES,,Bakery,1,1745 N HARLEM AVE ,CHICAGO,IL,60707,41.91204736,-87.80572703,29
2513,FLOS BAKE SHOP INC,,,3,2123 N DAMEN AVE ,CHICAGO,IL,60647,41.92037386,-87.6775705,32
2516,RAHMIGS HOUSE OF FINE CHOC INC,,Bakery,2,3109 N BROADWAY ,CHICAGO,IL,60657,41.93805424,-87.64418658,44
2518,FRANCISCO BONILLA,EL NOPAL BAKERY,Bakery,2,3648 W 26TH ST ,CHICAGO,IL,60623,41.84446768,-87.71671533,22
2519,FRANCISO & CELIA BONILLA,,Bakery,2,1844 S BLUE ISLAND AVE ,CHICAGO,IL,60608,41.85673054,-87.66229984,25
2520,SCAFURI BAKERY,,,3,1337 W TAYLOR ST ,CHICAGO,IL,60607,41.86924393,-87.66072005,28
2521,NICK DAMATO,,,2,1124 W GRAND AVE ,CHICAGO,IL,60642,41.89120814,-87.65573434,27
2522,LAESPIGA DE ORO BAKERY,,Bakery,2,2456-2458 S DRAKE AVE ,CHICAGO,IL,60623,41.84637297,-87.71377081,22
2523,LAESPIGA DE ORO BAKERY,,Bakery,2,2456-2458 S DRAKE AVE ,CHICAGO,IL,60623,41.84637297,-87.71377081,22
2526,ROESER'S BAKERY,,Bakery,2,3216 W NORTH AVE ,CHICAGO,IL,60647,41.91021783,-87.70759788,26
2529,JOHN PTICEK,PTICEK'S BAKERY,Bakery,2,5523 S NARRAGANSETT AVE ,CHICAGO,IL,60638,41.79163251,-87.78163385,13
2535,BRIDGEPORT BAKERY,,Restaurant,2,2907 S ARCHER AVE ,CHICAGO,IL,60608,41.84155769,-87.65786979,11
2554,PLAYA AZUL RESTAURANT,,,3,4005 N BROADWAY ,CHICAGO,IL,60613,41.95474492,-87.65049531,46
2595,WHITE STOKES CO INC,,Wholesale,2,3615 S JASPER PL ,CHICAGO,IL,60609,41.82807897,-87.66212704,11
2606,GUERNSEY BEL INC,,,3,4300 S MORGAN ST ,CHICAGO,IL,60609,41.81597266,-87.65075188,11
2676,WRONGS,,Liquor,2,10012-10014 S WESTERN AVE ,CHICAGO,IL,60643,41.71144202,-87.68191864,19
2745,GAS CITY,,GAS STATION,2,4070 N CLARK ST ,CHICAGO,IL,60613,41.9562504,-87.66357292,47
2751,HON KEE REST INC,HON KEE RESTAURANT,Restaurant,1,1064 W ARGYLE ST ,CHICAGO,IL,60640,41.97338578,-87.65750875,48
2760,SALVATORE'S,,Restaurant,1,525 W ARLINGTON PL ,CHICAGO,IL,60614,41.92665028,-87.64226228,43
2767,MASTERS PANCAKE HOUSE,,Restaurant,1,5265 S CICERO AVE ,CHICAGO,IL,60632,41.79677719,-87.74271809,14
2772,KENNEDY MOBIL INC,,,3,2801 W DIVERSEY AVE ,CHICAGO,IL,60647,41.93198586,-87.69767895,32
2781,GENERAL CAB SERV INC,,,3,3145 N WESTERN AVE ,CHICAGO,IL,60618,41.93899466,-87.68775638,32
2816,PARK'S STANDARD,,,3,6350 W MONTROSE AVE ,CHICAGO,IL,60634,41.9603335,-87.7864091,38
2822,JAMES STANDARD SERVICE,,,3,3201 W ADDISON ST ,CHICAGO,IL,60618,41.94652053,-87.70787045,35
2826,NUTS ON CLARK INC,,Grocery Store,2,3830 N CLARK ST ,CHICAGO,IL,60613,41.95180634,-87.66038146,44
2841,MONTROSE-KEDZIE AMOCO,,,3,3201 W MONTROSE AVE ,CHICAGO,IL,60618,41.96107675,-87.7083086,33
2889,J F SERVICE INC,,Restaurant,3,1607 W FULLERTON AVE ,CHICAGO,IL,60614,41.92503697,-87.66851499,32
2896,OPEN KITCHEN INC,,Wholesale,2,2141 S RACINE AVE ,CHICAGO,IL,60608,41.85309077,-87.65613289,25
2897,OPEN KITCHENS,,Catering,1,1161 W 21ST ST ,CHICAGO,IL,60608,41.85370667,-87.65547641,25
2946,GO TANE SERVICE STATION INC,,,3,2001 N HARLEM AVE ,CHICAGO,IL,60707,41.91628389,-87.80586288,29
3009,OBAN-POPEYE'S II INC,POPEYE'S,Restaurant,1,2556 S CALIFORNIA AVE ,CHICAGO,IL,60608,41.84473394,-87.69536307,12
3030,PRENTICE CAFETERIA,,,3,303 E SUPERIOR ST ,CHICAGO,IL,60611,41.8956924,-87.62014286,42
3032,CANTEEN,,Restaurant,2,251 E HURON ST ,CHICAGO,IL,60611,41.8949033,-87.62074373,42
3035,THE EGG STORE INC,,Grocery Store,2,6190 S ARCHER AVE ,CHICAGO,IL,60638,41.79401754,-87.77414737,23
3068,VINCE'S THE PIZZA PEOPLE,,,3,6347 W BELMONT AVE ,CHICAGO,IL,60634,41.93821726,-87.78531537,36
3070,HUCK FINN DONUTS,,Restaurant,1,3414 S ARCHER AVE ,CHICAGO,IL,60608,41.83183073,-87.67552719,12
3081,LEON'S BAR-B-QUE,,Restaurant,1,8247-8249 S COTTAGE GROVE AVE ,CHICAGO,IL,60619,41.74440376,-87.60489923,8
3166,H & Z GROCERY STORE,,Grocery Store,2,3638 W WRIGHTWOOD AVE ,CHICAGO,IL,60647,41.92834525,-87.7186709,31
3206,NEA AGORA PACKING COMPANY,,butcher shop,2,1056 W TAYLOR ST ,CHICAGO,IL,60607,41.86958372,-87.65325852,25
3222,WHITE HEN PANTRY #073205,,Grocery Store,1,2020 N LINCOLN PARK WEST ,CHICAGO,IL,60614,41.9193571,-87.63653408,43
3252,GEPPERTH'S MARKET INC,,Grocery Store,1,1964 N HALSTED ST ,CHICAGO,IL,60614,41.91780454,-87.64864011,43
3256,ROSEBUD FARM INC,,Grocery Store,2,525 E 130TH ST ,CHICAGO,IL,60628,41.65902472,-87.6090914,9
3280,BIRDIE PAK PRODUCTS INC,,Grocery Store,3,3925 W 31ST ST ,CHICAGO,IL,60623,41.83679422,-87.72306541,22
3283,RITE LIQUORS,,LIQUORE STORE/BAR,3,1649 W DIVISION ST ,CHICAGO,IL,60622,41.90320538,-87.66937147,1
3335,PRESIDENTIAL MARKET INC,PRESIDENTIAL MARKET,Grocery Store,1,555 W MADISON ST ,CHICAGO,IL,60661,41.88173752,-87.64180803,42
3370,LAS PINATAS MEXICAN RESTAURANT,,Restaurant,1,1552 N WELLS ST ,CHICAGO,IL,60610,41.91067609,-87.63484274,27
3430,SONNY'S STORE,,Grocery Store,3,7001 N SHERIDAN RD ,CHICAGO,IL,60626,42.0092697,-87.66196532,49
3516,CALIFORNIA RESTAURANT,,,3,2524 S CALIFORNIA AVE ,CHICAGO,IL,60608,41.84560861,-87.6953878,12
3521,RITA'S PLACE,,Restaurant,2,1144 W 18TH ST ,CHICAGO,IL,60608,41.8580844,-87.65516687,25
3522,BIRRIERIA OCOTLAN,,Restaurant,1,8726 S COMMERCIAL AVE ,CHICAGO,IL,60617,41.73655088,-87.55155815,10
3523,PARISIS DRIVE IN,,Restaurant,1,6216 W 63RD ST ,CHICAGO,IL,60638,41.77786303,-87.77717745,13
3525,LU-LU'S INC,,Restaurant,1,1000 S LEAVITT ST ,CHICAGO,IL,60612,41.86895287,-87.68157548,28
3528,MR BEEF,,Restaurant,1,666 N ORLEANS ST ,CHICAGO,IL,60610,41.89427722,-87.63725825,42
3532,WOLFY'S,,Restaurant,1,2734 W PETERSON AVE ,CHICAGO,IL,60659,41.9905587,-87.69840026,40
3538,RAFAEL CRUZ,,Restaurant,1,1437 W CHICAGO AVE ,CHICAGO,IL,60642,41.89601487,-87.66400463,27
3542,BURGER KING #142,BURGER KING,Restaurant,2,5425 S PULASKI RD ,CHICAGO,IL,60632,41.79427426,-87.72304339,23
3543,CALUMET FISHERIES INC,,Restaurant,1,3259 E 95TH ST ,CHICAGO,IL,60617,41.72273269,-87.54453083,10
3556,MCDONALDS #490,,,2,10320 S KEDZIE AVE ,CHICAGO,IL,60655,41.7055203,-87.70145804,19
3558,SKYWAY DOG HOUSE INC,,Restaurant,2,9480 S EWING AVE ,CHICAGO,IL,60617,41.72303512,-87.53679203,10
3563,RIBS & BIBS INC,,Restaurant,1,5300 S DORCHESTER AVE ,CHICAGO,IL,60615,41.79945686,-87.59193171,5
3568,IZOLA WHITE,,Restaurant,1,522-524 E 79TH ST ,CHICAGO,IL,60619,41.7512853,-87.61152388,6
3569,ROSELAND FOOD & LIQUOR INC,,,3,3407 W MADISON ST ,CHICAGO,IL,60624,41.88080462,-87.7113755,28
3576,ESTELLES KITCHEN,,Restaurant,1,305 W LAKE ST ,CHICAGO,IL,60606,41.88562909,-87.63558691,42
3580,WM WRIGLEY JR COMPANY,,,3,410 N MICHIGAN AVE ,CHICAGO,IL,60611,41.88987479,-87.62425976,42
3587,STANS DRIVE-IN,,,3,3001 S ARCHER AVE ,CHICAGO,IL,60608,41.83995991,-87.66118067,11
3590,CAFE EL TAPATIO,,Restaurant,1,3400 N ASHLAND AVE ,CHICAGO,IL,60657,41.94343231,-87.66891276,47
3595,EASTERN STYLE PIZZA II LT,,Restaurant,1,2911 W TOUHY AVE ,CHICAGO,IL,60645,42.01189377,-87.70267434,50
3596,BYRONS KITCHENS,,Restaurant,1,1017 W IRVING PARK RD ,CHICAGO,IL,60613,41.95436836,-87.65522418,46
3597,HORSESHOE B.B.Q,,Restaurant,1,4115 N LINCOLN AVE ,CHICAGO,IL,60618,41.95646612,-87.68021106,47
3612,EL TACO LOCA RESTAURANT,,,3,1726 W LAWRENCE AVE ,CHICAGO,IL,60640,41.96895797,-87.67218634,47
3616,SUPERDAWG DRIVE-IN INC,SUPERDAWG DRIVE-IN,Restaurant,1,6363 N MILWAUKEE AVE ,CHICAGO,IL,60646,41.99660886,-87.78699945,39
3627,ANN SATHER'S CAFE ON SOUTHPORT,,Restaurant,1,3416 N SOUTHPORT AVE ,CHICAGO,IL,60657,41.94393151,-87.66407839,44
3634,RUTH KAPLAN,SAM'S RED  HOT,Restaurant,2,2345 W ARMITAGE AVE ,CHICAGO,IL,60647,41.91746648,-87.68681624,32
3638,KINGS NO. 2 DRIVE-IN,,Restaurant,1,5233 N MILWAUKEE AVE ,CHICAGO,IL,60630,41.97547237,-87.76738848,45
3640,SAMS DRIVE IN,,,2,1135 W 51ST ST ,CHICAGO,IL,60609,41.80135528,-87.65398903,20
3642,THE MEDICI,,Restaurant,1,1327 E 57TH ST ,CHICAGO,IL,60637,41.79136503,-87.59370039,5
3643,GUEY LON RESTAURANT,,Restaurant,1,3968 N ELSTON AVE ,CHICAGO,IL,60618,41.95333251,-87.71879172,45
3644,MAN-JO-VIN INC,MAN-JO-VIN,Restaurant,1,3224 N DAMEN AVE ,CHICAGO,IL,60618,41.94037401,-87.67852421,32
3647,MOTHER & SON SNACK SHOP,,,3,3134 N CICERO AVE ,CHICAGO,IL,60641,41.93807417,-87.74700588,31
3650,HEROS,,Restaurant,2,3600 N WESTERN AVE ,CHICAGO,IL,60618,41.94681992,-87.68840666,47
3651,FAT JOHNNIES RED HOTS,,Restaurant,2,7242 S WESTERN AVE ,CHICAGO,IL,60636,41.7615949,-87.68330393,18
3662,MCDONALD'S,,,3,3855 W LAWRENCE AVE ,CHICAGO,IL,60625,41.96816125,-87.72537704,35
3663,SANOS PIZZERIA,,Restaurant,1,4469 W LAWRENCE AVE ,CHICAGO,IL,60630,41.96799424,-87.74064316,39
3666,TURNER'S BAR B Q HOUSE & SEA FOOD,,,1,7626 S HALSTED ST ,CHICAGO,IL,60620,41.75526283,-87.64430781,17
3669,YUMMY YUMMY ASIAN CUISINE,,Restaurant,1,2901 N BROADWAY ,CHICAGO,IL,60657,41.93527996,-87.64409275,44
3679,IRVING PULASKI SHELL STATION,,Grocery Store,3,4000-4010 W IRVING PARK RD ,CHICAGO,IL,60641,41.95375687,-87.72769851,39
3688,B M G INC,BURGER KING,Restaurant,2,11020 S KEDZIE AVE ,CHICAGO,IL,60655,41.69273253,-87.70101405,19
3689,HARMONY HAMBURGERS,,Restaurant,1,3643 E 106TH ST ,CHICAGO,IL,60617,41.70262228,-87.53480834,10
3694,PUMP GRILL,,,3,2518 W 26TH ST ,CHICAGO,IL,60608,41.84489223,-87.68847767,24
3697,M & J TAVERN INC,,Restaurant,1,2701 W 35TH ST ,CHICAGO,IL,60632,41.8300267,-87.69249442,12
3703,PARSES RED HOTS INC,PARSES RED HOTS,Restaurant,2,7049 W HIGGINS AVE ,CHICAGO,IL,60656,41.98042053,-87.80429665,41
3705,THE NEW VALOIS REST INC,,Restaurant,1,1518 E 53RD ST ,CHICAGO,IL,60615,41.7996599,-87.58834206,4
3712,JUSTIN'S,,Restaurant,1,3356-3358 N SOUTHPORT AVE ,CHICAGO,IL,60657,41.94330696,-87.66406138,44
3715,ARCHDIOCESE OF CHICAGO FOOD SERVICE,,Commissary,1,5150 N NORTHWEST HWY ,CHICAGO,IL,60630,41.97396273,-87.76647598,45
3726,GEO'S PIZZA INC,,Restaurant,2,2849 N HARLEM AVE ,CHICAGO,IL,60707,41.9322075,-87.80639665,29
3727,ALL AMERICAN NURSING HOME,,Long Term Care,1,5448 N BROADWAY ,CHICAGO,IL,60640,41.98142066,-87.66015557,48
3732,NOTTOLI ITALIAN FOODS,,Grocery Store,1,5025 N HARLEM AVE ,CHICAGO,IL,60656,41.97262352,-87.80693084,41
3737,ALS RED HOTS INC,,Restaurant,2,2908 W LAKE ST ,CHICAGO,IL,60612,41.88424821,-87.6992664,27
3738,MC DONALD'S,,Restaurant,2,2608 W ADDISON ST ,CHICAGO,IL,60618,41.9468234,-87.69353264,47
3742,DUNKIN DONUTS,,Restaurant,2,3132 W DEVON AVE ,CHICAGO,IL,60659,41.9975183,-87.70822416,50
3743,TERRY'S,,Restaurant,1,1554 N LARRABEE ST ,CHICAGO,IL,60610,41.91086553,-87.64357279,2
3750,FIORE DELICATESSEN,,Grocery Store,1,2258 W ERIE ST ,CHICAGO,IL,60612,41.89317144,-87.68419975,26
3752,BIG TOP RESTAURANT,,Restaurant,1,6348 W HIGGINS AVE ,CHICAGO,IL,60630,41.97612328,-87.78699375,45
3755,SOUTHTOWN HEALTH FOODS,,Grocery Store,2,2100 W 95TH ST ,CHICAGO,IL,60643,41.72115055,-87.67501533,19
3769,STELLA'S DINER,,Restaurant,1,3042 N BROADWAY ,CHICAGO,IL,60657,41.93766503,-87.64446752,44
3770,DEL CAMPO PIZZERIA,,,3,3125 W CERMAK RD ,CHICAGO,IL,60623,41.85167176,-87.70397303,12
3772,WALKER HARRIS,,Wholesale,3,3927 W FIFTH AVE ,CHICAGO,IL,60624,41.87323536,-87.72412004,24
3774,MAXS DRIVE INN,,Restaurant,1,5754 N WESTERN AVE ,CHICAGO,IL,60659,41.9866048,-87.68968912,40
3775,JACKYS HOT DOGS,,Restaurant,1,5415 S PULASKI RD ,CHICAGO,IL,60632,41.79456097,-87.72305196,23
3777,HSY ICECREAM & MORE,,,3,3204 N BROADWAY ,CHICAGO,IL,60657,41.94021952,-87.6445522,44
3786,PIZZA CASTLE,,Restaurant,2,3256 W 55TH ST ,CHICAGO,IL,60632,41.7935911,-87.7057885,14
3787,OLD FASHIONED DONUTS INC,,Restaurant,2,11248 S MICHIGAN AVE ,CHICAGO,IL,60628,41.68934157,-87.62115636,9
